self-learning capability?,Extra-courses did,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,Technical Score,Communication Score,Learning Score,Professional Score,Leadership Score,Personality Score,Career Readiness,Book_Category,Certification_Category,Workshop_Category,Subject_Category,Career_Area,Company_Category
0,0,1,1,0,0,1,2,8,9,1,18,1,9,5.800000000000001,2,2,2,4,3,2
1,1,0,0,1,0,1,2,17,9,2,28,1,9,9.600000000000001,5,2,0,3,3,3
1,0,1,1,1,1,1,2,15,9,2,26,2,9,8.950000000000001,2,2,2,4,2,2
0,1,0,1,0,0,0,2,12,7,1,20,1,8,6.900000000000001,1,2,2,4,2,2
1,0,1,0,1,1,0,2,12,9,2,23,2,10,7.750000000000001,2,3,2,1,3,0
0,0,1,0,0,0,0,2,18,7,1,26,1,8,9.299999999999999,6,3,1,4,3,0
1,1,1,1,0,1,1,2,11,11,3,25,2,11,8.05,2,4,2,0,3,2
1,0,0,0,1,1,1,2,12,12,1,25,2,12,8.3,3,0,3,4,3,1
0,0,1,1,0,1,1,2,7,11,1,19,2,11,6.050000000000001,0,4,3,0,0,1
1,1,1,0,1,0,1,2,14,10,3,27,1,10,8.850000000000001,2,2,3,0,2,4
1,1,1,0,0,0,1,2,3,7,3,13,1,7,3.7,2,3,2,0,1,4
0,0,1,1,1,1,1,2,14,5,1,20,2,5,7.3500000000000005,1,1,3,2,0,3
1,0,0,1,1,0,0,2,15,15,1,31,1,16,10.1,3,1,2,0,2,1
0,0,1,1,0,1,0,2,18,6,1,25,2,7,9.2,5,1,0,4,3,1
1,1,1,0,1,1,1,2,14,4,3,21,2,4,7.500000000000001,1,3,1,3,3,4
1,1,1,1,0,1,1,2,16,5,3,24,2,5,8.55,1,4,0,4,0,4
1,0,0,1,1,1,0,2,15,13,1,29,2,14,9.75,6,3,0,2,2,0
0,1,1,1,0,0,0,2,11,9,2,22,1,10,7.200000000000001,0,3,3,1,3,4
1,1,1,1,0,0,1,2,10,13,3,26,1,13,8.0,5,2,0,2,3,2
0,0,1,0,0,1,0,2,12,11,1,24,2,12,8.05,5,3,3,3,1,0
1,1,1,1,1,0,1,2,13,7,3,23,1,7,7.700000000000001,1,1,2,1,1,1
0,1,1,0,1,1,1,2,13,13,2,28,2,13,9.15,5,3,1,1,3,0
1,1,1,1,1,0,0,2,15,7,3,25,1,8,8.5,0,2,2,1,2,1
1,0,1,0,1,1,1,2,14,11,2,27,2,11,9.050000000000002,6,3,3,4,2,0
0,0,0,1,0,1,0,2,11,13,0,24,2,14,7.95,3,1,1,4,3,0
1,0,0,0,0,0,0,2,15,10,1,26,1,11,8.85,6,3,3,1,2,0
1,1,0,0,1,1,1,2,13,7,2,22,2,7,7.65,5,3,0,2,3,0
0,0,1,0,1,0,0,2,10,10,1,21,1,11,6.8500000000000005,6,2,3,4,3,2
1,1,0,1,1,0,1,2,10,8,2,20,1,8,6.550000000000001,0,2,3,1,2,2
0,1,0,1,1,1,1,2,16,9,1,26,2,9,9.15,5,3,3,2,3,1
1,1,0,1,1,0,0,2,16,4,2,22,1,5,7.950000000000001,6,4,2,2,0,3
0,0,0,1,0,0,1,2,17,8,0,25,1,8,8.950000000000001,1,1,3,0,3,3
0,0,0,0,1,0,0,2,9,12,0,21,1,13,6.75,3,3,1,1,3,3
0,0,0,1,0,1,0,2,19,6,0,25,2,7,9.400000000000002,0,2,0,4,3,0
0,1,0,0,1,1,0,2,10,11,1,22,2,12,7.25,0,4,3,4,3,2
1,1,0,0,1,1,1,2,14,8,2,24,2,8,8.3,6,4,0,0,0,4
0,0,1,1,1,0,1,2,10,9,1,20,1,9,6.6000000000000005,3,1,3,4,3,1
1,1,1,0,0,1,1,2,14,11,3,28,2,11,9.250000000000002,0,3,3,3,3,0
0,1,1,1,0,1,1,2,8,5,2,15,2,5,5.15,6,2,3,1,3,1
0,1,0,1,1,1,1,2,7,8,1,16,2,8,5.300000000000001,5,3,1,4,1,1
0,1,0,1,1,0,1,2,11,8,1,20,1,8,6.750000000000001,3,3,3,0,2,1
1,1,1,0,1,1,1,2,13,8,3,24,2,8,8.100000000000001,1,2,1,2,1,4
0,0,1,0,0,1,1,2,11,11,1,23,2,11,7.65,4,3,2,0,1,1
0,0,0,1,0,1,0,2,7,14,0,21,2,15,6.6000000000000005,3,2,3,1,3,2
0,0,1,0,0,0,0,2,8,7,1,16,1,8,5.300000000000001,6,3,1,1,2,0
1,1,1,1,0,1,1,2,16,12,3,31,2,12,10.3,6,3,0,2,3,0
0,1,0,1,1,0,1,2,9,3,1,13,1,3,4.7,3,1,0,3,2,1
0,1,1,0,1,1,0,2,10,8,2,20,2,9,6.7,1,1,3,0,0,0
0,0,1,1,0,0,1,2,12,8,1,21,1,8,7.150000000000001,3,2,0,4,2,2
1,0,0,1,0,1,0,2,15,10,1,26,2,11,9.0,5,1,2,4,3,3
0,1,1,0,0,0,0,2,12,11,2,25,1,12,8.100000000000001,3,4,1,4,2,0
1,1,1,1,0,1,1,2,14,7,3,24,2,7,8.250000000000002,1,1,3,4,1,1
0,1,1,1,1,0,1,2,18,9,2,29,1,9,10.0,0,2,2,1,0,4
0,0,1,0,0,1,1,2,10,8,1,19,2,8,6.5,0,2,0,4,3,4
0,1,1,0,1,1,1,2,14,5,2,21,2,5,7.550000000000001,3,4,3,0,2,4
0,1,0,0,1,0,1,2,13,12,1,26,1,12,8.549999999999999,5,2,2,0,3,3
0,1,0,0,0,1,1,2,5,12,1,18,2,12,5.5,0,2,3,1,1,3
0,0,1,1,1,0,0,2,17,6,1,24,1,7,8.65,1,2,1,4,2,2
0,1,1,0,0,0,1,2,11,12,2,25,1,12,7.950000000000001,2,3,0,1,1,3
0,0,1,0,0,0,0,2,18,10,1,29,1,11,10.049999999999999,0,3,0,3,1,0
0,0,0,0,1,0,1,2,13,4,0,17,1,4,6.3500000000000005,5,2,3,4,3,4
1,1,0,0,0,1,1,2,7,9,2,18,2,9,5.750000000000001,0,3,0,0,0,0
1,1,1,1,0,0,0,2,9,10,3,22,1,11,6.85,3,2,1,2,0,3
0,1,1,0,0,0,1,2,14,13,2,29,1,13,9.400000000000002,1,3,1,2,3,0
1,1,1,1,0,1,0,2,20,6,3,29,2,7,10.4,0,3,2,0,3,0
1,0,1,1,0,0,1,2,11,6,2,19,1,6,6.450000000000001,2,2,1,1,2,1
1,0,1,1,0,0,0,2,19,7,2,28,1,8,9.900000000000002,5,0,3,1,1,1
0,1,0,1,0,1,1,2,14,10,1,25,2,10,8.600000000000001,5,2,2,4,1,0
0,1,0,1,0,1,0,2,17,8,1,26,2,9,9.3,6,2,1,1,0,0
0,1,1,0,1,1,1,2,14,5,2,21,2,5,7.550000000000001,0,3,1,4,1,4
0,0,0,0,1,0,1,2,17,9,0,26,1,9,9.200000000000001,0,0,1,3,0,4
0,1,1,0,0,0,0,2,17,6,2,25,1,7,8.850000000000001,3,2,0,1,3,4
0,0,0,0,0,0,0,2,12,9,0,21,1,10,7.200000000000001,0,1,0,0,1,0
1,0,0,1,1,0,1,2,16,9,1,26,1,9,9.0,3,2,3,4,3,4
0,1,1,1,0,1,1,2,12,5,2,19,2,5,6.750000000000001,0,3,0,1,3,3
1,1,1,1,1,0,1,2,18,10,3,31,1,10,10.45,0,4,2,3,2,3
1,0,0,0,0,0,0,2,14,4,1,19,1,5,6.950000000000001,2,3,3,3,3,4
1,1,1,1,1,1,1,2,15,8,3,26,2,8,8.9,5,4,3,1,3,0
1,0,0,0,1,0,0,2,15,5,1,21,1,6,7.6000000000000005,2,3,3,4,3,1
0,1,1,0,1,1,0,2,16,5,2,23,2,6,8.350000000000001,3,0,3,4,3,4
0,1,1,0,0,1,0,2,7,11,2,20,2,12,6.250000000000001,1,3,1,0,3,4
1,1,0,1,0,1,1,2,17,12,2,31,2,12,10.500000000000002,0,2,1,4,2,4
1,0,0,1,0,0,0,2,11,5,1,17,1,6,6.000000000000001,3,0,0,0,0,4
0,1,0,1,0,1,1,2,12,9,1,22,2,9,7.550000000000001,3,2,1,4,3,3
0,0,0,0,0,1,0,2,10,13,0,23,2,14,7.55,2,0,2,0,0,4
0,1,1,0,1,0,0,2,15,6,2,23,1,7,8.05,5,3,0,4,0,2
1,1,0,0,0,1,1,2,16,9,2,27,2,9,9.350000000000001,3,3,2,2,3,4
0,1,0,0,0,0,1,2,15,12,1,28,1,12,9.35,6,3,2,1,3,0
1,1,0,1,1,0,1,2,17,7,2,26,1,7,9.100000000000001,3,3,0,2,2,3
0,1,0,0,1,0,0,2,15,11,1,27,1,12,9.1,1,3,3,3,1,4
1,0,0,1,1,1,0,2,12,11,1,24,2,12,8.05,0,0,0,4,3,2
1,0,0,1,0,1,0,2,15,6,1,22,2,7,8.0,5,0,0,2,3,4
1,1,0,1,0,1,0,2,16,10,2,28,2,11,9.600000000000001,1,3,0,0,3,3
0,1,1,1,1,1,1,2,20,12,2,34,2,12,11.700000000000001,5,3,1,4,3,1
0,1,0,1,0,0,0,2,16,11,1,28,1,12,9.5,5,3,0,3,3,0
1,0,1,1,0,0,0,2,12,11,2,25,1,12,8.100000000000001,1,3,1,0,2,1
1,0,1,1,1,0,0,2,20,10,2,32,1,11,11.05,0,1,0,0,3,0
1,0,0,1,0,0,1,2,16,12,1,29,1,12,9.75,2,1,3,0,0,1
1,1,1,0,0,0,0,2,16,7,3,26,1,8,8.9,2,3,3,1,2,1
1,0,0,0,0,0,0,2,22,12,1,35,1,13,12.15,1,2,0,1,3,4
0,1,1,1,1,0,0,2,8,12,2,22,1,13,6.750000000000001,3,1,2,2,3,4
1,0,0,1,1,1,0,2,13,14,1,28,2,15,9.2,1,1,3,0,1,1
0,0,0,1,1,0,1,2,9,6,0,15,1,6,5.25,3,2,1,0,1,4
1,0,1,1,1,1,1,2,15,9,2,26,2,9,8.950000000000001,6,2,1,1,3,4
1,0,1,0,1,1,0,2,12,11,2,25,2,12,8.250000000000002,4,0,3,0,3,0
1,0,0,1,1,1,0,2,15,5,1,21,2,6,7.75,1,3,2,4,3,0
0,0,1,1,1,0,0,2,17,12,1,30,1,13,10.15,6,1,0,1,3,4
0,0,0,1,1,0,0,2,5,8,0,13,1,9,4.15,3,3,0,1,3,1
1,0,0,1,0,0,0,2,8,6,1,15,1,7,5.050000000000001,0,3,0,2,3,1
1,0,0,0,1,1,1,2,18,12,1,31,2,12,10.7,2,2,1,1,1,1
1,1,1,0,0,0,1,2,11,12,3,26,1,12,8.15,5,3,2,4,3,2
1,0,1,1,0,1,1,2,9,6,2,17,2,6,5.8,0,3,3,0,3,4
0,1,0,0,1,0,1,2,7,13,1,21,1,13,6.400000000000001,2,2,2,0,3,0
0,0,0,0,0,1,1,2,7,6,0,13,2,6,4.6000000000000005,2,3,2,1,2,3
0,1,0,0,0,1,0,2,13,11,1,25,2,12,8.450000000000001,0,0,2,3,0,3
1,0,1,0,1,0,0,2,3,8,2,13,1,9,3.75,6,3,1,0,2,0
1,0,0,1,0,1,0,2,19,5,1,25,2,6,9.350000000000001,1,4,1,0,3,0
0,0,1,1,1,1,0,2,10,9,1,20,2,10,6.75,5,3,3,4,1,2
1,0,1,0,0,1,1,2,17,6,2,25,2,6,9.000000000000002,0,2,2,4,2,0
1,0,1,0,1,1,0,2,13,9,2,24,2,10,8.15,1,2,2,1,0,1
1,1,1,0,0,1,1,2,11,7,3,21,2,7,7.05,1,2,0,1,3,3
0,1,0,0,1,0,0,2,9,10,1,20,1,11,6.45,1,4,3,3,3,0
1,0,0,0,1,0,0,2,13,12,1,26,1,13,8.549999999999999,2,3,1,0,3,0
0,1,1,1,1,1,1,2,14,10,2,26,2,10,8.800000000000002,1,2,1,1,2,4
1,1,1,1,0,1,1,2,13,7,3,23,2,7,7.8500000000000005,5,2,2,4,1,0
0,0,0,0,0,1,1,2,10,9,0,19,2,9,6.55,5,3,3,2,3,2
1,1,0,1,1,0,1,2,17,5,2,24,1,5,8.600000000000001,1,4,1,1,3,1
0,1,1,0,0,1,1,2,16,4,2,22,2,4,8.100000000000001,6,4,3,1,2,0
1,1,0,0,1,0,1,2,20,7,2,29,1,7,10.3,5,3,1,3,3,2
1,0,1,1,1,1,1,2,14,10,2,26,2,10,8.800000000000002,6,3,0,1,3,4
1,0,1,0,1,1,1,2,21,4,2,27,2,4,10.100000000000001,5,0,2,4,1,0
0,0,0,0,0,0,0,2,6,8,0,14,1,9,4.550000000000001,5,3,3,4,3,1
0,0,1,0,1,1,0,2,18,11,1,30,2,12,10.45,6,3,2,4,3,1
1,1,1,1,1,1,1,2,8,9,3,20,2,9,6.3500000000000005,3,3,3,0,3,1
0,0,1,1,0,0,0,2,10,7,1,18,1,8,6.1000000000000005,4,2,2,4,3,0
1,0,1,0,0,0,1,2,9,9,2,20,1,9,6.4,6,3,2,4,3,3
0,0,0,1,0,0,0,2,14,7,0,21,1,8,7.500000000000001,0,3,0,3,3,0
0,1,1,1,1,0,0,2,11,4,2,17,1,5,5.950000000000001,1,1,0,2,3,3
0,0,1,0,1,0,1,2,14,5,1,20,1,5,7.200000000000001,6,3,2,4,2,3
1,1,1,0,1,0,0,2,15,14,3,32,1,15,10.25,5,2,0,4,0,3
1,0,1,1,1,0,0,2,10,8,2,20,1,9,6.550000000000001,3,3,3,0,2,1
1,0,0,0,1,1,1,2,5,13,1,19,2,13,5.75,1,4,1,1,3,3
0,1,0,0,0,1,1,2,13,5,1,19,2,5,6.95,6,1,2,2,0,3
1,1,0,0,1,1,0,2,16,8,2,26,2,9,9.100000000000001,6,2,1,4,0,1
1,1,0,0,0,0,0,2,8,14,2,24,1,15,7.250000000000001,5,1,2,4,1,1
0,0,0,0,0,0,1,2,10,5,0,15,1,5,5.4,0,3,2,2,3,4
0,0,0,0,1,0,1,2,15,7,0,22,1,7,7.9,6,4,1,4,3,1
0,0,1,0,0,0,1,2,11,10,1,22,1,10,7.250000000000001,1,3,2,3,3,0
1,0,0,1,1,1,1,2,5,9,1,15,2,9,4.75,1,1,2,2,3,0
0,1,1,1,0,1,1,2,10,9,2,21,2,9,6.95,5,0,0,4,2,0
0,0,0,1,1,0,1,2,10,9,0,19,1,9,6.4,6,2,1,3,3,3
1,1,0,1,0,0,1,2,11,5,2,18,1,5,6.200000000000001,5,2,0,4,3,1
0,1,1,1,1,1,1,2,9,10,2,21,2,10,6.8,5,2,3,4,3,0
1,1,0,0,1,0,1,2,21,8,2,31,1,8,10.950000000000001,0,3,3,1,1,1
1,1,1,1,0,1,1,2,12,8,3,23,2,8,7.7,1,4,0,4,0,1
1,0,0,1,0,0,1,2,19,5,1,25,1,5,9.200000000000001,1,2,0,1,3,0
1,1,1,0,0,1,1,2,8,13,3,24,2,13,7.3500000000000005,2,3,0,4,1,4
1,1,1,1,1,1,0,2,13,12,3,28,2,13,9.1,1,3,3,0,3,3
0,0,0,0,0,0,0,2,19,12,0,31,1,13,10.750000000000002,0,3,0,1,2,3
0,1,1,1,0,1,0,2,20,10,2,32,2,11,11.200000000000001,0,2,2,1,3,0
0,1,1,0,1,0,0,2,11,3,2,16,1,4,5.700000000000001,1,0,2,3,3,3
1,0,0,1,0,0,0,2,11,10,1,22,1,11,7.250000000000001,5,0,0,0,2,4
1,0,1,0,1,0,1,2,9,6,2,17,1,6,5.65,2,3,1,0,0,4
1,0,0,1,0,1,0,2,12,10,1,23,2,11,7.800000000000001,1,1,2,1,1,3
1,1,1,0,1,0,0,2,17,12,3,32,1,13,10.55,6,1,2,1,1,3
1,1,0,0,0,1,0,2,7,14,2,23,2,15,7.000000000000001,1,1,0,4,1,0
0,0,1,0,1,0,0,2,20,12,1,33,1,13,11.35,5,3,3,0,3,0
0,1,1,0,1,1,1,2,18,9,2,29,2,9,10.15,0,3,2,2,2,2
1,0,1,0,0,0,1,2,11,7,2,20,1,7,6.700000000000001,5,2,2,4,2,0
1,1,0,0,1,0,0,2,12,10,2,24,1,11,7.850000000000001,2,2,3,4,0,1
1,1,1,0,0,1,1,2,22,6,3,31,2,6,11.200000000000001,5,3,1,2,3,3
1,1,1,0,0,1,1,2,8,9,3,20,2,9,6.3500000000000005,0,3,0,4,1,1
0,1,0,0,0,0,1,2,19,7,1,27,1,7,9.700000000000001,1,2,1,4,0,4
0,0,0,1,1,1,0,2,21,12,0,33,2,13,11.700000000000001,5,3,2,2,3,0
0,0,0,0,0,0,1,2,13,7,0,20,1,7,7.1000000000000005,1,3,2,4,0,1
0,1,0,0,0,0,1,2,14,10,1,25,1,10,8.450000000000001,6,3,3,2,3,0
1,1,1,1,0,0,0,2,10,6,3,19,1,7,6.25,5,4,0,0,3,2
0,1,0,0,0,1,0,2,21,14,1,36,2,15,12.4,5,2,1,4,1,4
1,1,1,1,0,1,1,2,17,6,3,26,2,6,9.200000000000001,5,3,0,2,3,0
0,0,1,1,0,0,1,2,11,3,1,15,1,3,5.500000000000001,1,4,1,1,0,0
1,0,1,0,1,1,1,2,5,10,2,17,2,10,5.2,0,1,3,3,2,4
0,1,1,0,0,0,0,2,5,13,2,20,1,14,5.800000000000001,5,3,2,3,3,3
1,0,1,0,0,0,0,2,11,8,2,21,1,9,6.950000000000001,3,3,3,4,3,4
1,1,0,0,0,1,0,2,12,8,2,22,2,9,7.500000000000001,5,2,1,1,1,3
0,0,1,0,1,1,1,2,9,11,1,21,2,11,6.85,5,4,2,4,1,3
1,0,1,1,0,0,1,2,11,10,2,23,1,10,7.450000000000001,5,3,3,0,3,3
0,1,0,1,1,0,0,2,7,14,1,22,1,15,6.650000000000001,1,2,0,0,3,1
0,0,1,0,0,1,1,2,15,12,1,28,2,12,9.5,3,3,1,1,0,0
0,0,1,1,0,1,1,2,16,5,1,22,2,5,8.15,1,2,0,0,3,0
1,0,1,1,0,0,1,2,18,9,2,29,1,9,10.0,5,1,2,1,1,0
1,0,1,0,1,0,0,2,15,7,2,24,1,8,8.3,0,1,2,3,2,4
1,1,0,0,1,1,1,2,5,13,2,20,2,13,5.95,2,2,0,0,3,0
0,0,1,1,0,1,1,2,17,13,1,31,2,13,10.55,3,2,3,1,3,1
0,1,1,1,0,1,1,2,8,5,2,15,2,5,5.15,6,0,1,4,3,3
0,0,0,1,1,0,1,2,8,9,0,17,1,9,5.6000000000000005,5,0,3,2,2,4
1,0,1,1,0,0,0,2,11,8,2,21,1,9,6.950000000000001,3,2,0,1,0,0
0,1,0,1,0,0,0,2,15,13,1,29,1,14,9.6,6,2,3,0,2,4
1,0,1,1,0,1,1,2,16,12,2,30,2,12,10.100000000000001,1,0,0,0,3,4
1,1,1,0,1,0,0,2,15,5,3,23,1,6,8.0,3,2,2,1,1,0
1,0,0,0,1,0,0,2,7,10,1,18,1,11,5.650000000000001,0,1,3,4,0,4
1,0,0,1,0,1,1,2,10,9,1,20,2,9,6.75,2,2,1,2,1,0
0,0,0,0,1,1,1,2,14,6,0,20,2,6,7.4,3,3,1,3,3,0
0,1,0,0,1,1,1,2,10,11,1,22,2,11,7.25,1,2,1,4,3,2
0,1,0,0,0,1,0,2,13,7,1,21,2,8,7.45,0,3,1,4,1,0
1,0,1,0,1,1,1,2,13,12,2,27,2,12,8.9,1,3,3,1,3,0
1,0,0,0,0,0,1,2,6,11,1,18,1,11,5.500000000000001,2,2,0,2,3,1
1,1,1,0,1,1,0,2,15,11,3,29,2,12,9.65,2,3,2,0,1,1
0,1,0,1,1,0,1,2,15,7,1,23,1,7,8.1,0,4,0,1,1,4
0,0,1,1,1,1,1,2,8,11,1,20,2,11,6.45,0,3,0,3,0,0
0,0,0,1,1,0,0,2,19,12,0,31,1,13,10.750000000000002,2,3,1,4,1,3
1,0,1,1,1,0,0,2,11,13,2,26,1,14,8.200000000000001,5,3,2,0,3,0
0,1,1,1,0,0,0,2,13,9,2,24,1,10,8.0,6,2,0,4,3,2
1,0,0,1,0,1,0,2,14,11,1,26,2,12,8.850000000000001,3,3,0,0,0,2
1,1,0,1,1,1,1,2,10,7,2,19,2,7,6.45,6,0,1,1,3,1
0,1,0,1,0,0,0,2,10,5,1,16,1,6,5.6000000000000005,3,4,1,4,1,1
1,0,0,0,0,0,0,2,19,14,1,34,1,15,11.450000000000001,5,3,0,3,2,1
0,1,0,0,0,0,1,2,15,10,1,26,1,10,8.85,3,2,2,4,1,0
0,0,1,0,1,0,0,2,13,9,1,23,1,10,7.800000000000001,6,3,1,0,3,0
1,1,0,0,1,0,1,2,15,8,2,25,1,8,8.55,3,2,2,2,3,0
0,1,1,0,1,0,0,2,13,10,2,25,1,11,8.25,1,1,0,1,2,2
0,1,0,1,0,0,1,2,12,13,1,26,1,13,8.4,5,2,1,4,1,3
1,0,0,1,1,1,1,2,8,6,1,15,2,6,5.2,3,1,0,1,3,1
0,1,0,1,1,1,1,2,18,11,1,30,2,11,10.45,6,2,3,4,3,2
0,1,0,1,1,0,1,2,10,6,1,17,1,6,5.8500000000000005,1,3,3,4,3,0
1,0,1,1,1,0,0,2,11,10,2,23,1,11,7.450000000000001,5,3,3,4,1,1
0,1,1,0,0,1,0,2,18,10,2,30,2,11,10.4,5,3,2,0,1,0
0,1,0,0,0,0,1,2,9,6,1,16,1,6,5.45,0,4,3,2,3,0
1,0,1,1,0,1,0,2,12,10,2,24,2,11,8.000000000000002,2,3,3,4,3,1
0,0,1,0,0,0,0,2,10,7,1,18,1,8,6.1000000000000005,5,2,0,2,1,0
0,0,1,1,1,0,0,2,15,7,1,23,1,8,8.1,2,2,0,1,2,3
1,0,0,1,1,1,0,2,18,7,1,26,2,8,9.45,0,3,0,4,1,4
0,1,1,1,0,1,1,2,22,8,2,32,2,8,11.500000000000002,2,3,2,0,3,1
0,0,0,1,1,0,1,2,21,9,0,30,1,9,10.8,5,0,1,3,0,1
1,1,0,0,1,0,0,2,5,10,2,17,1,11,5.050000000000001,3,2,0,1,3,0
0,0,1,1,1,0,1,2,11,11,1,23,1,11,7.500000000000001,6,3,2,4,0,4
1,0,0,1,1,0,0,2,13,6,1,20,1,7,7.050000000000001,5,3,3,4,1,0
1,1,1,0,1,0,1,2,11,12,3,26,1,12,8.15,2,2,2,0,2,0
1,0,0,0,1,0,0,2,13,10,1,24,1,11,8.05,2,3,3,1,1,0
0,0,1,1,0,1,1,2,14,14,1,29,2,14,9.600000000000001,6,2,1,3,1,3
0,0,0,0,0,1,0,2,18,6,0,24,2,7,9.0,2,3,3,1,3,1
1,1,0,1,1,1,0,2,13,10,2,25,2,11,8.4,6,3,2,2,2,3
0,1,1,0,0,1,0,2,20,6,2,28,2,7,10.200000000000001,5,2,2,4,2,3
1,1,1,1,1,0,1,2,7,10,3,20,1,10,6.050000000000001,3,3,3,4,2,3
1,1,1,0,1,0,1,2,9,7,3,19,1,7,6.1,4,3,1,4,1,0
1,0,1,1,0,0,1,2,12,9,2,23,1,9,7.600000000000001,3,1,2,2,3,4
0,0,0,0,0,0,1,2,12,13,0,25,1,13,8.200000000000001,4,1,3,3,2,2
0,1,1,1,0,0,0,2,16,10,2,28,1,11,9.450000000000001,2,4,0,4,2,0
1,1,0,1,0,0,1,2,12,12,2,26,1,12,8.350000000000001,6,1,0,4,3,0
1,1,1,0,0,1,1,2,16,11,3,30,2,11,10.05,6,3,0,4,3,4
1,1,1,0,1,1,1,2,10,6,3,19,2,6,6.3999999999999995,0,3,2,0,3,0
1,1,0,0,0,1,0,2,13,14,2,29,2,15,9.4,3,3,3,2,2,0
1,1,1,0,1,1,0,2,4,10,3,17,2,11,4.999999999999999,2,2,3,1,3,4
0,1,0,0,1,0,0,2,12,11,1,24,1,12,7.900000000000001,6,3,0,4,3,0
1,0,1,0,0,1,1,2,20,10,2,32,2,10,11.200000000000001,5,2,1,0,3,1
1,1,1,0,1,1,0,2,18,10,3,31,2,11,10.6,5,3,3,1,3,3
1,0,0,0,1,0,1,2,16,5,1,22,1,5,8.0,3,2,2,4,3,4
1,0,0,1,0,0,0,2,15,9,1,25,1,10,8.6,6,2,2,4,1,1
0,0,0,0,1,1,1,2,15,13,0,28,2,13,9.55,6,3,3,4,3,4
0,0,0,1,0,0,0,2,6,5,0,11,1,6,3.8000000000000003,3,3,1,1,3,0
0,1,1,1,1,0,0,2,11,10,2,23,1,11,7.450000000000001,3,3,2,0,3,3
1,1,1,0,1,0,0,2,9,6,3,18,1,7,5.85,1,1,0,0,3,2
1,0,1,0,0,0,0,2,5,7,2,14,1,8,4.300000000000001,1,1,3,0,2,1
1,0,0,1,0,1,1,2,9,5,1,15,2,5,5.35,6,3,0,0,2,1
0,0,1,0,0,1,1,2,11,11,1,23,2,11,7.65,0,3,3,1,3,0
0,0,1,1,0,0,1,2,6,11,1,18,1,11,5.500000000000001,4,4,1,4,2,0
1,1,0,0,1,0,1,2,10,14,2,26,1,14,8.05,2,3,2,3,0,4
0,1,1,0,1,0,0,2,14,10,2,26,1,11,8.650000000000002,4,3,2,1,0,1
0,0,0,1,0,0,0,2,14,11,0,25,1,12,8.500000000000002,0,4,3,4,2,4
1,0,0,1,0,1,0,2,12,12,1,25,2,13,8.3,3,2,1,4,3,0
0,1,1,0,0,0,0,2,9,6,2,17,1,7,5.65,5,0,3,2,3,0
0,1,0,0,1,0,0,2,17,4,1,22,1,5,8.15,1,3,3,1,2,4
0,0,1,0,0,0,1,2,8,10,1,19,1,10,6.050000000000001,3,3,2,1,3,0
0,1,1,1,0,1,1,2,16,7,2,25,2,7,8.850000000000001,3,1,1,2,3,4
0,1,1,0,1,0,0,2,13,10,2,25,1,11,8.25,5,2,3,0,1,3
0,1,1,0,1,0,0,2,19,11,2,32,1,12,10.900000000000002,0,3,0,0,2,2
0,1,1,0,1,0,1,2,8,9,2,19,1,9,6.000000000000001,3,3,1,1,3,2
0,0,1,1,0,0,0,2,14,13,1,28,1,14,9.200000000000001,5,2,0,4,3,0
1,1,0,1,1,1,1,2,15,13,2,30,2,13,9.950000000000001,5,3,0,3,2,0
0,0,1,0,0,1,1,2,10,6,1,17,2,6,6.0,2,1,0,0,3,1
0,0,0,0,1,0,1,2,14,7,0,21,1,7,7.500000000000001,6,2,2,4,0,0
1,0,1,0,1,1,1,2,12,8,2,22,2,8,7.500000000000001,5,3,1,1,3,0
0,0,0,0,1,0,0,2,11,12,0,23,1,13,7.550000000000001,4,1,0,4,2,2
1,1,1,1,1,0,1,2,17,15,3,35,1,15,11.3,6,2,0,2,3,4
1,0,1,0,1,1,1,2,11,11,2,24,2,11,7.8500000000000005,6,1,3,1,1,4
1,1,0,1,1,1,1,2,9,13,2,24,2,13,7.55,5,3,1,1,3,3
0,1,1,0,1,0,1,2,17,6,2,25,1,6,8.850000000000001,5,1,3,4,0,3
0,0,1,1,0,0,0,2,20,7,1,28,1,8,10.1,1,0,2,1,3,4
1,1,1,1,1,0,1,2,16,14,3,33,1,14,10.65,6,3,2,4,3,3
1,1,0,0,1,0,1,2,15,9,2,26,1,9,8.8,5,3,0,1,3,4
0,0,0,0,1,0,1,2,17,10,0,27,1,10,9.450000000000001,6,3,3,1,3,1
1,0,0,0,0,0,1,2,17,7,1,25,1,7,8.9,2,3,3,0,0,4
0,0,0,0,0,1,1,2,9,11,0,20,2,11,6.6499999999999995,1,4,0,4,3,1
1,1,0,1,1,1,0,2,23,10,2,35,2,11,12.400000000000002,3,3,3,1,0,0
0,0,1,1,1,0,0,2,11,7,1,19,1,8,6.500000000000001,3,2,2,3,3,3
0,0,1,0,1,0,1,2,17,10,1,28,1,10,9.65,1,2,1,3,0,3
1,0,0,0,1,1,0,2,13,5,1,19,2,6,6.95,2,0,3,4,0,2
0,0,0,1,0,0,0,2,5,8,0,13,1,9,4.15,1,3,1,0,1,1
1,0,0,0,1,0,0,2,11,9,1,21,1,10,7.000000000000001,1,2,2,1,1,2
0,1,0,0,0,0,0,2,8,10,1,19,1,11,6.050000000000001,6,3,2,1,2,0
